LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT_DEV,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT_DEV,PAY_AMT1,PAY_AMT2,PAY_AMT3
200000,2,2,2,34,2,2,2,0.004356318,71817,73376,71672,0.324831212,3300,0,6100
200000,2,2,1,32,0,0,0,0.095893989,11191,15940,20281,0.047732374,6002,5000,4552
240000,2,2,1,29,0,0,0,0.16906884,21909,15420,40861,0.467874394,2420,34000,2500
450000,2,2,2,34,0,0,0,0.476990125,3752,513,0,0.489299587,513,0,4376
80000,2,2,1,26,0,0,0,0.013305551,78872,80301,74349,0.028867513,2800,2800,2400
430000,2,2,2,33,0,0,0,0.017081732,191520,185187,173041,0.037704955,8266,7666,6590
30000,2,3,1,40,2,2,2,0.026063752,16457,19145,18547,0.3426613,3280,0,1511
290000,2,2,1,30,0,0,0,0.000775134,284054,283149,284434,0.033273124,10222,11019,9019
40000,2,2,2,37,1,2,2,0.147681118,7613,7343,15184,0.577350269,0,8000,0
170000,2,3,1,37,0,0,0,0.175371257,155379,155990,46870,0.266825664,7000,1900,2014
130000,2,1,2,26,0,0,0,0.072341061,13700,18670,21362,0.242002146,10008,6196,1470
360000,2,2,2,27,0,0,0,0.291429285,13102,5628,1480,0.233109645,5655,1480,2330
360000,2,3,1,30,1,0,0,0.408298408,-16,1621,458,0.403125822,1637,458,0
180000,2,3,1,45,0,0,0,0,396,396,396,0,396,396,396
210000,2,2,2,28,0,0,0,0.02661077,26770,28001,31202,0.2,2000,5000,8000
260000,2,2,2,35,0,0,0,0.582241094,-7,-7,2493,0.289501386,0,2507,2297
200000,2,2,1,33,1,0,0,0.527294045,-7082,12270,29787,0.230254147,21179,20000,3000
340000,2,1,2,31,0,0,0,0.169317434,112119,119230,259489,0.235771206,25000,150000,90168
200000,2,1,1,37,0,0,0,0.577350269,3135,0,0,0,0,0,0
360000,2,2,1,35,2,2,2,0.008778245,360996,370722,380523,0.288517704,16500,16500,6
90000,2,2,2,32,0,0,0,0.018941123,86076,87567,78646,0.006068487,3012,3100,3116
40000,2,3,1,34,0,0,0,0.023082088,32052,34697,36824,0.030386856,3500,3000,3000
500000,2,2,2,28,0,0,0,0.025614167,234957,215459,201715,0.088055875,8086,7412,4721
240000,2,2,1,36,0,0,0,0.006765725,232031,226221,222929,0.051328663,8193,9000,6600
440000,2,1,2,33,0,0,0,0.217252805,304,301,850,0.494607724,301,850,10819
50000,2,2,1,33,0,0,0,0.067616703,44052,32030,31041,0.121743353,2000,1451,3000
180000,2,2,2,28,1,2,2,0.013160084,172850,182810,169529,0.356418116,14400,402,5166
30000,2,2,1,35,0,0,0,0.012589665,25485,26503,27486,0.031132237,1447,1430,1684
60000,2,1,2,29,0,0,0,0.00623425,39553,40855,40870,0.036805406,1969,1668,1609
150000,2,3,1,29,0,0,0,0.006156817,8902,9231,9124,0.043643578,1200,1300,1000
80000,2,2,1,32,0,0,0,0.577350269,5988,0,0,0,0,0,0
290000,2,1,1,34,0,0,0,0.577350269,0,0,1100,0.449896577,0,1100,6000
220000,2,2,1,40,0,0,0,0.577350269,21920,0,0,0.577350269,0,0,5752
50000,2,1,2,34,0,0,0,0.255784737,1884,1077,4886,0.214242667,1077,5693,4255
80000,2,3,1,48,2,2,2,0.112452848,66321,63695,33283,0.495563605,0,6056,652
400000,2,1,2,37,1,0,0,0.270088217,6914,72574,42176,0.097060483,73036,42386,75865
150000,2,1,1,33,0,0,0,0,-3,-3,-3,0,0,0,0
250000,2,1,2,34,2,0,0,0.018014162,212681,193296,194659,0.061946989,9917,7350,7231
120000,2,2,1,34,0,0,0,0.577350269,1800,0,0,0,0,0,0
300000,2,1,2,28,0,0,0,0.474760348,16094,2259,0,0.454292712,2259,0,12880
500000,2,2,2,39,0,0,0,0.196872862,24893,12569,7652,0.208240182,12260,7016,3007
240000,2,2,2,36,0,0,0,0.577350269,1000,0,0,0,0,0,0
240000,2,2,2,29,0,0,0,0.242544201,17570,159228,150359,0.546755031,150359,4199,1322
30000,2,2,2,39,0,0,0,0.015797479,2416,2226,2230,0.192069056,2230,2238,561
90000,2,1,2,29,0,0,0,0,-240,-240,-240,0,0,0,0
60000,2,1,2,31,0,0,0,0.196812523,2631,3610,855,0.345401821,2000,900,0
60000,2,2,2,41,0,0,0,0.031015118,16194,17120,14232,0.076244167,1518,1556,1000
230000,2,1,2,41,0,0,0,0.340157756,177,0,376,0.57063818,0,376,48042
290000,2,1,1,40,0,0,0,0.001524366,192432,192512,193999,0.066542929,8000,9008,6000
430000,2,1,2,42,0,0,0,0.427802911,9777,75276,5999,0.26862814,75276,6008,48845
230000,2,2,1,39,0,0,0,0,0,0,0,0,0,0,0
140000,2,3,1,48,1,0,0,0,0,0,0,0,0,0,0
210000,2,2,2,30,0,0,0,0.004417729,215842,220042,214545,0.014035088,9500,9100,9900
390000,2,2,2,36,0,0,0,0.03384581,112528,102596,91761,0.024045141,3669,3277,3220
320000,2,1,1,35,0,2,0,0.540162522,6793,3659,232702,0.564444143,5,232702,3529
50000,2,2,1,44,2,2,2,0.01871926,26587,29730,28565,0.354571398,3600,0,1500
100000,2,1,2,30,0,0,0,0.577350269,41150,0,0,0.577350269,0,0,74550
260000,2,3,1,40,0,0,0,0.585406319,-6,-6,1302,0.339594634,0,1308,2765
260000,2,1,1,30,1,0,0,0,0,0,0,0,0,0,0
100000,2,1,2,30,0,0,0,0.008343169,77388,78502,81233,0.052486388,3000,4000,4000
340000,2,2,1,37,0,0,0,0.192615928,36006,12144,17164,0.151282472,5000,10326,5000
150000,2,2,1,36,0,0,0,0.149349595,113368,70001,45813,0.117634637,2354,2500,1200
360000,2,2,2,30,0,0,0,0.020892642,7410,6783,7672,0.020784939,1115,1161,1026
210000,2,2,1,34,0,0,0,0.273676526,25650,1360,31793,0.495915329,1360,31793,1943
200000,2,1,1,33,2,0,0,0.181992337,1076,696,316,0.181992337,696,316,1076
310000,2,1,1,41,0,0,0,0.161209656,20876,21999,7426,0.116422425,2016,1200,1100
260000,2,1,1,32,0,0,0,0.133069234,1009,2403,1880,0.295061159,2403,1880,0
210000,2,2,2,41,0,0,0,0.577350269,0,0,769,0.288675865,0,769,771
330000,2,2,2,39,0,0,0,0.130164834,8872,15284,20467,0.09016385,8284,5467,5200
430000,2,2,2,29,0,0,0,0.3198259,2548,12020,2539,0.331631026,12082,2539,2250
450000,2,1,2,32,0,0,0,0.457560347,46437,7875,0,0.483066425,7875,0,1000
150000,2,2,1,32,0,0,0,0.282027844,3000,187000,193500,0.530637175,184000,6500,4000
410000,2,3,1,32,0,0,0,0,388,388,388,0,388,388,388
90000,2,2,1,48,0,0,0,0.009035121,43810,44504,46174,0.054062047,1723,2393,2090
280000,2,1,1,36,0,0,0,0.135857701,17951,18915,7926,0.200380516,6094,7966,18059
150000,2,1,1,45,0,0,0,0.231726277,5423,4133,14279,0.221621989,4133,14296,5990
200000,2,1,1,42,0,0,0,0.577350269,2374,0,0,0.577350269,0,0,5144
150000,2,2,1,42,0,0,0,0.152070703,15878,10389,6067,0.047600415,1300,1040,1378
140000,2,1,2,40,1,2,0,0.018649802,143478,135633,128285,0.292085224,0,6601,5522
260000,2,1,1,29,0,0,0,0.297215924,71864,54050,0,0.577350269,3090,0,0
160000,2,2,2,30,0,0,0,0.001911245,151620,150984,152705,0.058098853,7300,6004,5170
310000,2,1,1,45,0,0,0,0.008404278,91532,93351,96218,0.044556776,3340,4370,4000
80000,2,3,1,47,0,0,2,0.144337567,390,780,390,0.144337567,780,390,390
150000,2,3,1,38,2,0,0,0.004404811,146057,142325,143548,0.0052874,6527,6714,6705
330000,2,1,1,31,0,0,0,0.009775076,22285,23111,23622,0,1700,1700,1700
180000,2,1,2,30,0,0,0,0.200657684,1490,3687,1352,0.245767567,3687,1352,960
120000,2,1,2,29,0,0,0,0.098609479,6385,9262,11793,0.289948882,3000,2691,0
150000,2,4,2,30,0,0,0,0.051507592,3826,2970,4015,0.050132752,2978,4026,3704
200000,2,1,2,35,0,0,0,0.008065186,65503,66805,68726,0.04168147,2394,3000,3000
170000,2,2,2,37,1,0,0,0.512994887,0,213,2592,0.432047585,213,2592,13204
50000,2,2,3,45,0,0,0,0.020256701,44797,50215,49420,0.498989482,46012,3000,1590
80000,2,2,1,41,0,0,0,0,264,264,264,0,264,264,264
20000,2,3,2,31,0,0,0,0.032348493,1550,1550,1826,0.281566378,1550,1826,6497
360000,2,2,1,31,0,0,0,0.003836567,350752,354823,358920,0.008866185,13016,13016,13625
200000,2,1,2,31,1,0,0,0,0,0,0,0,0,0,0
50000,2,2,1,33,0,0,0,0.087217184,39554,38600,23711,0.089417474,5000,5038,3000
70000,2,2,1,33,0,0,5,0.049157746,56778,75037,73326,0.577350269,20000,0,0
300000,2,2,2,34,0,0,0,0.061886007,297890,216495,221737,0.018977248,7800,8705,8500
20000,2,3,2,45,0,0,0,0.029191783,14381,15701,17137,0.045241682,1564,2000,2000
170000,2,1,2,40,0,0,0,0.577350269,0,0,1980,0.577350269,0,1980,0
180000,2,4,1,44,0,0,0,0.022429091,151538,133924,136707,0.006704045,6256,6434,6506
200000,2,1,2,38,0,0,0,0.577350269,0,0,69084,0.536685902,0,69084,3450
320000,2,2,1,44,0,0,0,0.428107547,-6,650,2849,0.255666585,656,2849,1060
180000,2,3,2,45,0,0,0,0.007253484,76942,77952,80269,0.300181186,4003,5603,3
60000,2,2,1,40,2,0,0,0.018163842,60211,55996,54178,0.08247861,3000,2000,2000
360000,2,3,1,40,0,0,0,0.03426486,44518,46285,37917,0.083319863,8061,5043,8160
30000,2,2,2,46,0,0,2,0.022794935,19495,22254,21616,0.316775261,3400,0,5800
130000,2,2,1,35,0,0,0,0.006750054,105976,108127,110356,0.054194323,5400,5460,4033
80000,2,2,1,35,1,0,3,0.288675135,0,964,964,0.577350269,964,0,0
230000,2,2,1,40,0,0,0,0.005040954,44948,45198,46244,0.096061357,1728,3000,3040
210000,2,2,1,36,0,0,0,0.058823291,4879,5373,6811,0.104972776,3000,3000,5000
270000,2,3,1,35,0,0,0,0.288734158,60227,61650,0,0.512648701,3000,0,248
280000,2,2,2,37,0,0,0,0.017583379,213581,197238,193638,0.037037037,9000,10000,8000
50000,2,2,1,36,0,0,0,0.00240362,30803,30578,30362,0.010786513,1477,1546,1453
360000,2,2,1,38,0,0,0,0.53166156,0,212,3748,0.531786099,212,3759,0
470000,2,1,1,37,0,0,0,0,0,0,0,0,0,0,0
230000,2,1,1,42,1,0,0,0.2303077,6087,16041,29977,0.236842931,16050,29989,5608
80000,2,2,1,47,2,0,0,0.00412032,80019,81145,79171,0.034114633,3111,3667,3063
200000,2,1,2,29,0,0,0,0.298328267,3215,78,2012,0.333970843,676,2012,6577
200000,2,2,1,32,0,0,0,0.016282125,166428,157908,150977,0.03445978,6026,6007,5000
50000,2,3,2,30,0,0,0,0.147065277,48134,52136,19758,0.25237983,5261,1132,2138
20000,2,2,1,33,0,0,0,0.212513924,10001,20844,5760,0.110162883,2000,1500,1007
50000,2,2,1,41,0,0,0,0.19328467,22824,22664,5631,0,1100,1100,1100
110000,2,2,1,31,0,2,2,0.115470054,832,832,416,0.288675135,416,0,416
280000,2,2,2,46,0,0,2,0.212589733,29523,154398,151984,0.557331456,126000,3000,0
160000,2,1,2,32,0,0,0,0.117612175,9441,5714,5030,0.094355057,5726,5037,3182
320000,2,2,1,35,0,0,0,0.221021619,2276,6626,11131,0.151068119,6626,12446,17746
300000,2,1,2,30,0,0,0,0.328693992,452,-6,835,0.536713331,3,1466,70
300000,2,2,2,30,0,0,0,0.390655879,133115,41300,0,0.577350269,2300,0,0
100000,2,2,2,31,0,0,0,0.050568727,99259,76288,77919,0.014596307,2750,2854,3000
100000,2,2,1,39,0,0,0,0.577350269,1884,0,0,0,0,0,0
110000,2,2,1,33,0,0,0,0.060131481,15605,20649,22397,0.24165661,5649,2397,1305
400000,2,2,1,39,0,0,0,0.386062947,52306,3638,11649,0.262044671,3656,11713,24265
20000,2,2,1,35,0,0,0,0.007259566,15284,15303,14724,0.295868556,6230,1500,1500
50000,2,1,2,27,2,3,2,0.01001652,12250,11761,12476,0.577350269,0,1200,0
310000,2,1,2,28,0,0,0,0.024085308,269832,261818,234621,0.072090075,15327,10000,12000
80000,2,2,2,44,0,0,0,0.008662735,75901,74911,72172,0.015050695,3500,3205,3300
120000,2,3,1,43,0,0,0,0.003608766,116032,114987,117491,0.036171722,4201,5001,4134
200000,2,1,1,39,0,0,0,0.326948011,11399,395,5094,0.270664551,400,9500,9250
100000,2,2,1,44,0,0,0,0.431585574,9242,181,1782,0.250980999,181,1794,1338
210000,2,2,2,37,0,0,0,0.018288174,206157,212566,190867,0.169186855,10000,20000,8000
60000,2,1,1,33,0,0,0,0.279163913,14932,12840,390,0.317177911,5000,10390,390
130000,2,2,1,38,0,0,0,0.306320368,929,2876,423,0.231267991,2876,423,2149
150000,2,3,2,33,0,0,0,0.523259846,1879,69842,2777,0.53356784,69842,2785,947
220000,2,2,1,44,2,2,0,0.010374766,195375,185993,184568,0.289705976,10,8304,7356
140000,2,2,1,40,0,0,0,0.00160313,98221,97548,98457,0.082571422,3600,5000,6000
50000,2,2,2,31,0,0,0,0.094211316,77962,48095,50383,0.114561598,3000,3387,1637
90000,2,3,1,41,0,0,0,0.147590045,2833,6003,7598,0.05875097,5000,3500,4500
500000,2,1,2,37,0,0,0,0.028953649,20181,21197,23839,0.16017022,1358,3000,1432
300000,2,3,1,28,0,0,0,0,390,390,390,0,390,390,390
260000,2,1,1,40,0,0,0,0.066954392,63273,49857,75036,0.105954451,49857,75038,96793
130000,2,3,1,42,0,0,0,0.542355109,2551,0,59892,0.560425423,0,59892,1200
200000,2,1,2,28,0,0,0,0.140827939,6023,3621,2659,0.120267654,3632,2659,1708
290000,2,2,2,29,0,0,0,0.023576344,7324,8174,8389,0.047362474,1130,1502,1300
650000,2,1,2,29,1,0,0,0.548529542,21289,518,216,0.160128154,3000,1000,2500
230000,2,1,2,27,0,0,0,0.138350911,11406,10097,4600,0.32810887,5097,1060,1000
230000,2,1,1,30,2,0,0,0.004499492,63064,62725,61465,0.043576881,2800,2158,2610
200000,2,2,2,31,0,0,0,0.000203549,203265,203147,203017,0.031820079,7471,7848,8957
400000,2,2,2,32,0,0,0,0.009035341,234779,240496,247813,0.046591907,5784,7395,7506
490000,2,2,1,30,0,0,0,0.008882311,195330,200768,206026,0.038194892,8683,10021,8017
360000,2,1,2,30,0,0,0,0,0,0,0,0,0,0,0
230000,2,1,2,33,0,0,0,0.324213921,5869,11556,156,0.427812699,11556,156,2403
290000,2,2,2,34,0,0,0,0.000758405,285484,286091,286785,0.017972344,10220,11231,10269
200000,2,1,2,34,1,0,0,0,0,0,0,0,0,0,0
360000,2,2,1,34,0,0,0,0.159328441,42720,22303,17959,0.176392495,1430,4987,3966
10000,2,3,1,42,2,2,2,0.054377303,7587,7920,10153,0.353260191,1000,2374,0
180000,2,2,2,33,0,0,0,0.25899458,11281,3405,22630,0.298132651,3411,22657,7777
230000,2,3,1,47,0,0,0,0.210958296,6200,5482,15900,0.319291502,5482,15900,1678
340000,2,1,2,35,0,0,0,1.426872399,732,1604,-1294,0.513060639,1618,27,20072
170000,2,3,1,44,0,0,0,0.006256229,150692,152861,156393,0.058977078,6936,8266,5792
50000,2,3,2,42,0,0,0,0.003526312,48926,49759,48803,0.016505468,2019,2063,2217
170000,2,2,1,37,0,0,0,0.010904434,168719,166207,158403,0.028534277,7000,7000,6011
160000,2,2,1,49,0,0,2,0.040008533,16982,21353,20723,0.394253127,4980,0,1500
280000,2,3,1,46,0,0,0,0.017348507,100858,107768,111858,0.110013338,7768,5000,10000
140000,2,2,2,38,0,0,0,0.002964544,135034,133283,132765,0.026876227,4729,5434,4751
520000,2,1,1,43,0,0,0,0.002675888,146124,145785,147972,0.221619159,6024,18069,30000
140000,2,2,2,29,0,0,0,0.120762621,25973,53098,54760,0.147281862,30000,24000,11200
130000,2,1,2,26,0,0,0,0.577350269,1016,0,0,0,0,0,0
100000,2,1,2,27,0,0,0,0.009917369,58127,60155,61685,0.270532164,3000,2500,10000
50000,2,3,1,27,2,0,0,0.177050847,11275,37651,38498,0.451313182,27234,1754,2900
130000,2,2,2,27,1,0,0,0,0,0,0,0,0,0,0
200000,2,1,1,39,0,0,0,0.162439775,25149,14963,9308,0.218133697,15084,9354,3082
280000,2,1,2,28,0,2,0,0.220404245,5432,2146,1688,0.299361753,0,1688,1226
240000,2,1,2,29,0,0,0,0.188589341,28438,29923,7655,0.187342081,29923,7655,23925
90000,2,1,1,29,2,2,2,0.013092314,42815,41826,45136,0.333333333,0,4000,2000
250000,2,1,2,29,0,0,0,0.027365234,98925,103213,87836,0.046188022,9000,7000,9000
210000,2,1,2,29,0,0,0,0.158569806,1383,484,971,0.348281396,484,980,4000
90000,2,2,1,30,0,0,0,0,0,0,0,0,0,0,0
180000,2,5,2,30,0,0,0,0,0,0,0,0,0,0,0
500000,2,5,1,32,0,0,0,0.276859603,139255,52757,24273,0.35462447,2040,1292,9555
240000,2,1,1,32,0,0,0,0.233782573,6101,1202,3227,0.172592671,1205,3236,4051
50000,2,2,2,31,0,0,0,0.015836239,21704,22741,23867,0.065603066,1400,1500,2000
400000,2,1,2,32,0,0,0,0.007161861,46782,48075,48815,0.026001436,2036,1776,1792
230000,2,1,2,33,1,2,0,0.151931984,4213,1922,5346,0.299275826,0,5500,4000
400000,2,3,2,31,1,2,0,0.06283941,79403,55340,62303,0.288545971,3,10000,10023
80000,2,2,1,35,1,0,0,0,0,0,0,0,0,0,0
160000,2,2,2,37,0,0,0,0.415349178,7596,898,850,0.143067756,920,852,1759
430000,2,1,1,38,1,0,0,0.96430782,-469,215,-101,0.577350269,1000,0,0
90000,2,2,1,34,1,2,2,0.288775849,8021,7780,0,0.570239234,77,0,9281
80000,2,3,1,35,0,0,0,0.047617044,63436,49544,50418,0.03057023,2096,1970,2355
210000,2,2,2,36,1,0,0,0.577350269,0,0,212,0.522343205,0,212,3066
310000,2,2,1,46,0,0,0,0.35626812,53474,11913,6629,0.147568841,11919,6629,17171
500000,2,2,1,39,0,0,0,0.449018774,11712,523,1543,0.379829098,523,1543,0
70000,2,3,2,38,0,0,0,0.048333969,34240,34913,26583,0.115470054,2000,2000,1000
20000,2,2,1,36,1,2,2,0.014233322,16161,17596,17031,0.313646733,2000,0,3300
210000,2,2,1,44,0,0,0,0.577350269,0,4098,0,0.577350269,4098,0,0
170000,2,3,1,40,0,0,0,0.003459498,166305,169764,168441,0.006391319,7800,8100,8000
390000,2,1,2,38,0,0,0,0.215072478,4989,2056,8886,0.261566957,2076,8926,16413
320000,2,2,1,43,2,0,0,0.059462556,520651,383123,391741,0.018042196,10000,11000,11000
50000,2,2,1,37,0,0,0,0.042552832,38418,47709,48923,0.328202512,10000,2131,1910
100000,2,3,1,36,2,0,0,0.001204774,100281,100433,99744,0.093537194,5000,5000,7900
220000,2,1,1,39,0,0,0,0.259075974,2342,1120,5707,0.274503136,1122,5738,2041
300000,2,1,1,38,0,0,0,0.020636059,15230,16212,17239,0.004046363,1222,1249,1247
160000,2,2,1,40,0,0,0,0.577350269,6102,0,0,0,0,0,0
200000,2,3,1,45,0,0,0,0.019751267,54721,52285,48615,0.316304347,2209,2109,10006
240000,2,1,1,43,0,0,0,0.177805327,7994,20487,27770,0.05218194,20487,27783,22920
90000,2,1,2,27,2,2,0,0.006444711,28206,27459,28514,0.289872134,0,1800,2000
50000,2,2,1,46,0,0,0,0.389923562,4640,2720,26461,0.470580544,2720,26461,1034
210000,2,1,1,46,0,0,0,0.335307184,0,477,971,0.335422896,477,972,0
290000,2,2,1,33,0,0,0,0.098854649,11303,17493,21036,0.140601982,17654,11068,7600
160000,2,2,2,37,2,2,2,0.004425611,144255,147333,143786,0.309845627,6900,200,12000
200000,2,1,1,31,0,0,0,0.126509027,11715,5209,10634,0.242814674,5289,10641,2011
260000,2,2,1,37,0,0,0,0.001459738,182249,181433,180660,0.014072628,6107,6501,6005
30000,2,3,1,47,2,0,0,0.010773443,27380,27384,28944,0.054094263,1440,2000,1741
230000,2,2,2,36,0,0,0,0.141716422,140,358,285,0.080660522,358,285,219
220000,2,3,2,39,0,0,0,0.068287141,209596,160515,141917,0.056192099,6888,5155,5258
140000,2,1,2,27,0,0,0,0.21050305,2116,11028,9778,0.250451417,11033,9803,1004
80000,2,2,1,38,0,0,0,0.008826998,43170,44151,45505,0.009464759,2000,2100,2000
450000,2,1,1,49,1,0,0,0.577350269,0,557,0,0.428490563,557,0,2481
160000,2,2,1,45,0,0,0,0.033849608,106643,89397,90348,0.228994805,3700,6353,1200
100000,2,1,1,27,1,2,0,0.004372801,77346,75513,77147,0.290783842,0,3451,3000
250000,2,2,1,39,0,0,0,0.483619245,9690,0,1222,0.460213339,0,1222,7409
80000,2,2,1,38,0,0,0,0,0,0,0,0,0,0,0
180000,2,1,2,35,0,0,0,0.27161099,7210,370,8479,0.477552015,370,8875,792
720000,2,2,2,38,1,0,0,0.200581491,5065,2184,1744,0.275693873,2184,1744,7323
180000,2,2,1,27,0,0,0,0.06766404,3063,4083,4634,0.014374621,1084,1084,1005
230000,2,1,1,32,0,0,0,0.577350269,2774,0,0,0,0,0,0
200000,2,2,2,32,1,0,0,0,0,0,0,0,0,0,0
80000,2,2,1,36,0,0,0,0.007497357,77998,77452,74773,0.022469745,3700,3500,4000
100000,2,2,1,30,0,0,0,0.004419248,100037,101163,102712,0.080216019,3607,4001,2449
200000,2,1,2,30,0,0,0,0.004926713,38540,38898,39669,0.036109648,1928,1699,1557
200000,2,3,1,32,0,0,0,0.007071128,132436,133530,137837,0.056027863,4780,6459,6550
50000,2,2,1,30,0,0,0,0.255553647,42326,19067,7690,0.072168784,1500,1500,1000
380000,2,1,1,36,0,0,0,0.262242703,3744,20334,8499,0.281956806,20498,8549,53471
250000,2,2,1,41,0,0,0,0.002449182,214301,211762,214629,0.015337926,8972,9700,8960
220000,2,2,2,47,0,0,0,0.302158872,1526,1122,-11,0.508224795,1122,0,12608
70000,2,2,2,33,0,0,0,0.00699758,62209,64072,64802,0.111465306,2900,2379,4466
10000,2,2,1,40,0,0,0,0.436131739,9135,0,1912,0.310515301,0,1912,1200
60000,2,2,2,35,0,0,0,0.302425391,21770,11506,1024,0.466344098,1400,1024,16469
200000,2,3,1,44,1,0,0,0,0,0,0,0,0,0,0
200000,2,2,1,30,0,0,0,0.310199194,25874,16298,0,0.577350269,1048,0,0
300000,2,1,2,48,0,0,0,0,0,0,0,0,0,0,0
260000,2,3,2,36,0,0,0,0.059881749,146033,108405,108396,0.00801418,4160,4000,3984
130000,2,3,1,44,0,0,0,0.264326807,994,3693,1098,0.172832212,3693,1098,2912
30000,2,2,1,29,2,2,2,0.004826483,26844,26414,27189,0.220479276,300,1500,1800
170000,2,1,1,30,0,0,2,0.00892605,165637,173637,173490,0.33526965,15600,7666,0
210000,2,2,1,29,0,0,0,0.316528269,3814,-6,6456,0.577350269,0,6462,0
50000,2,3,2,44,0,0,0,0.026635403,43828,40684,37338,0.028178895,1947,1829,1644
600000,2,1,2,36,0,0,0,0.550586741,53838,528,1191,0.382873551,530,3000,11500
180000,2,3,1,37,0,0,0,0.060611219,165369,125084,119946,0.020311015,4402,4971,4750
100000,2,1,2,29,2,2,2,0.004765862,57214,58666,58643,0.144337567,3000,1500,1500
210000,2,1,1,46,0,0,0,0.288732895,4065,0,4160,0.312968146,0,4160,2540
150000,2,2,1,37,0,0,0,0.291830635,2897,2486,-4,0.314290598,2489,0,1498
360000,2,3,2,30,0,0,0,0.125839336,11816,19726,26374,0.055201176,10000,13021,9781
330000,2,1,1,32,0,0,0,0.025309677,155927,141523,134480,0.016803903,5388,5079,4876
300000,2,2,2,43,1,0,0,0.577350269,499,0,0,0.577350269,0,0,507
250000,2,1,2,42,0,0,0,0.21872561,30471,39968,98808,0.283437249,39968,89000,10668
230000,2,2,1,48,0,0,0,0.024120715,344458,320215,298031,0.025102186,11000,12500,11000
20000,2,3,2,47,1,2,0,0.276536725,3133,1473,390,0.288675135,0,390,390
210000,2,1,1,35,0,0,0,0.333745617,2020,4055,0,0.577350269,4055,0,0
80000,2,2,2,36,2,2,2,0.019419936,82177,89893,80774,0.366951918,10096,0,3800
250000,2,1,2,39,0,0,0,0.366003469,12368,1742,40292,0.541125567,1742,39600,7
50000,2,2,1,34,3,3,2,0.002411678,47904,48240,48602,0.192642572,2000,2001,499
200000,2,5,1,42,0,0,0,0.091215573,149351,108152,87537,0.048258602,3925,3683,2947
290000,2,3,2,35,0,0,0,0.00998227,159165,167485,167930,0.142396208,11000,5600,5500
310000,2,3,1,43,0,0,0,0.007502391,6974,7294,7114,0.026575468,1137,1247,1065
270000,2,1,2,28,1,2,0,0.076379904,118198,86065,77359,0.288675152,0,10004,10000
200000,2,1,2,33,0,0,0,0.577350269,285,0,0,0,0,0,0
290000,2,2,1,32,0,0,0,0.032981873,169108,170419,142264,0.100232571,7118,5800,3792
220000,2,2,2,29,0,0,0,0.005034286,131598,132727,135509,0.059130403,4800,4920,6520
500000,2,1,1,35,0,0,0,0.276965486,3290,10881,2517,0.289894092,11000,2517,2957
370000,2,3,2,31,0,0,0,0.489953739,2804,1674,39811,0.545164729,1674,42921,0
100000,2,2,1,44,1,0,0,0.199742972,-1651,-5469,-7292,0,0,0,0
210000,2,1,1,44,0,0,0,0.001342277,112817,113349,113725,0.036084392,5000,6000,5000
310000,2,3,2,38,0,0,0,0.547143319,-41,8198,342,0.437119349,8239,344,41884
200000,2,2,1,27,0,0,0,0.005183687,157222,160320,162140,0.038254681,7200,5888,5990
110000,2,1,2,28,0,0,2,0.160953509,101138,69449,34983,0.577350269,3400,0,0
130000,2,2,1,30,0,0,0,0.009806722,38967,40320,41324,0.030386856,2000,1700,2000
130000,2,1,2,34,0,0,0,0.195072143,66803,27910,24976,0,3000,3000,3000
80000,2,2,1,35,3,2,0,0.045318423,78317,71421,59564,0.297310826,9,2203,3006
30000,2,1,1,47,0,0,0,0.019844401,24895,26476,28047,0.044411559,2000,2000,2500
50000,2,1,1,39,1,0,0,0.577350269,0,13030,0,0.380233688,13030,0,4402
160000,2,2,1,30,2,2,0,0.007008072,164082,157663,159094,0.331928668,17,7342,3675
80000,2,2,1,45,0,0,0,0.003815761,67142,68052,68690,0.007097933,2420,2511,2512
100000,2,2,2,37,0,0,0,0.333333333,390,0,780,0.577350269,0,780,0
10000,2,2,2,46,2,0,0,0.166683594,1526,2496,4245,0.198710258,1000,1800,500
90000,2,2,1,30,0,0,0,0,414,414,414,0.484992073,414,414,6936
360000,2,2,1,38,0,0,0,0.007897004,41922,42916,43956,0.005577032,1692,1732,1748
670000,2,1,1,43,0,0,0,0.016993454,55893,59131,61900,0.00026284,10075,10063,10060
150000,2,3,2,28,0,0,0,0,0,0,0,0,0,0,0
150000,2,1,2,28,0,0,0,0.022454063,12799,13726,14648,0.012284048,1600,1500,1600
230000,2,1,1,35,0,0,0,0.577350269,22909,0,0,0,0,0,0
230000,2,2,1,30,0,0,0,0.399198877,6294,1935,-74,0.295811986,1945,0,1500
120000,2,2,2,33,0,0,0,0.031338987,135770,136901,115299,0.015006368,5000,5000,4620
170000,2,1,1,33,0,0,0,0.198986533,1554,360,1562,0.218649407,360,1562,844
200000,2,2,1,35,1,0,0,0.522276477,59466,2970,1085,0.47619636,7970,1100,0
450000,2,2,1,38,0,0,0,0,390,390,390,0.144337567,390,780,390
200000,2,1,2,32,0,0,0,0.188863154,4640,17950,13056,0.235907676,18116,13113,2522
310000,2,2,1,33,0,0,0,0.002862906,73095,72437,71851,0.007707986,2573,2594,2483
